snapshot_date,category,seniority,tier,listings_with_ai,total_listings,pct,required_count
12-03-2026,ai,all,any_ai,253,266,95.1,253
12-03-2026,ai,all,genai,210,266,78.9,207
12-03-2026,ai,all,ml,186,266,69.9,186
12-03-2026,ai,entry,any_ai,1,1,100,1
12-03-2026,ai,entry,genai,1,1,100,1
12-03-2026,ai,entry,ml,1,1,100,1
12-03-2026,ai,mid,any_ai,138,147,93.9,138
12-03-2026,ai,mid,genai,120,147,81.6,119
12-03-2026,ai,mid,ml,100,147,68,100
12-03-2026,ai,senior,any_ai,114,118,96.6,114
12-03-2026,ai,senior,genai,89,118,75.4,87
12-03-2026,ai,senior,ml,85,118,72,85
12-03-2026,data,all,any_ai,90,149,60.4,89
12-03-2026,data,all,genai,28,149,18.8,28
12-03-2026,data,all,ml,80,149,53.7,79
12-03-2026,data,mid,any_ai,24,57,42.1,24
12-03-2026,data,mid,genai,7,57,12.3,7
12-03-2026,data,mid,ml,23,57,40.4,23
12-03-2026,data,senior,any_ai,66,92,71.7,65
12-03-2026,data,senior,genai,21,92,22.8,21
12-03-2026,data,senior,ml,57,92,62,56
12-03-2026,devops,all,any_ai,10,83,12,10
12-03-2026,devops,all,genai,9,83,10.8,9
12-03-2026,devops,all,ml,6,83,7.2,6
12-03-2026,devops,mid,any_ai,7,30,23.3,7
12-03-2026,devops,mid,genai,7,30,23.3,7
12-03-2026,devops,mid,ml,3,30,10,3
12-03-2026,devops,senior,any_ai,3,53,5.7,3
12-03-2026,devops,senior,genai,2,53,3.8,2
12-03-2026,devops,senior,ml,3,53,5.7,3
12-03-2026,engineering,all,any_ai,299,813,36.8,297
12-03-2026,engineering,all,genai,169,813,20.8,168
12-03-2026,engineering,all,ml,217,813,26.7,213
12-03-2026,engineering,entry,any_ai,3,6,50,3
12-03-2026,engineering,entry,genai,1,6,16.7,1
12-03-2026,engineering,entry,ml,3,6,50,3
12-03-2026,engineering,mid,any_ai,59,263,22.4,58
12-03-2026,engineering,mid,genai,38,263,14.4,38
12-03-2026,engineering,mid,ml,36,263,13.7,32
12-03-2026,engineering,senior,any_ai,237,544,43.6,236
12-03-2026,engineering,senior,genai,130,544,23.9,129
12-03-2026,engineering,senior,ml,178,544,32.7,178
12-03-2026,product,all,any_ai,83,223,37.2,83
12-03-2026,product,all,genai,64,223,28.7,64
12-03-2026,product,all,ml,40,223,17.9,40
12-03-2026,product,entry,any_ai,1,2,50,1
12-03-2026,product,entry,genai,0,2,0,0
12-03-2026,product,entry,ml,1,2,50,1
12-03-2026,product,mid,any_ai,22,71,31,22
12-03-2026,product,mid,genai,21,71,29.6,21
12-03-2026,product,mid,ml,4,71,5.6,4
12-03-2026,product,senior,any_ai,60,150,40,60
12-03-2026,product,senior,genai,43,150,28.7,43
12-03-2026,product,senior,ml,35,150,23.3,35
12-03-2026,security,all,any_ai,6,25,24,6
12-03-2026,security,all,genai,3,25,12,3
12-03-2026,security,all,ml,5,25,20,5
12-03-2026,security,mid,any_ai,0,8,0,0
12-03-2026,security,mid,genai,0,8,0,0
12-03-2026,security,mid,ml,0,8,0,0
12-03-2026,security,senior,any_ai,6,17,35.3,6
12-03-2026,security,senior,genai,3,17,17.6,3
12-03-2026,security,senior,ml,5,17,29.4,5
19-03-2026,ai,all,any_ai,264,277,95.3,264
19-03-2026,ai,all,genai,221,277,79.8,218
19-03-2026,ai,all,ml,192,277,69.3,192
19-03-2026,ai,entry,any_ai,1,1,100,1
19-03-2026,ai,entry,genai,1,1,100,1
19-03-2026,ai,entry,ml,1,1,100,1
19-03-2026,ai,mid,any_ai,140,149,94,140
19-03-2026,ai,mid,genai,122,149,81.9,121
19-03-2026,ai,mid,ml,100,149,67.1,100
19-03-2026,ai,senior,any_ai,123,127,96.9,123
19-03-2026,ai,senior,genai,98,127,77.2,96
19-03-2026,ai,senior,ml,91,127,71.7,91
19-03-2026,data,all,any_ai,99,162,61.1,98
19-03-2026,data,all,genai,34,162,21,34
19-03-2026,data,all,ml,85,162,52.5,84
19-03-2026,data,mid,any_ai,26,63,41.3,26
19-03-2026,data,mid,genai,9,63,14.3,9
19-03-2026,data,mid,ml,23,63,36.5,23
19-03-2026,data,senior,any_ai,73,99,73.7,72
19-03-2026,data,senior,genai,25,99,25.3,25
19-03-2026,data,senior,ml,62,99,62.6,61
19-03-2026,devops,all,any_ai,11,90,12.2,11
19-03-2026,devops,all,genai,9,90,10,9
19-03-2026,devops,all,ml,7,90,7.8,7
19-03-2026,devops,entry,any_ai,0,3,0,0
19-03-2026,devops,entry,genai,0,3,0,0
19-03-2026,devops,entry,ml,0,3,0,0
19-03-2026,devops,mid,any_ai,8,31,25.8,8
19-03-2026,devops,mid,genai,7,31,22.6,7
19-03-2026,devops,mid,ml,4,31,12.9,4
19-03-2026,devops,senior,any_ai,3,56,5.4,3
19-03-2026,devops,senior,genai,2,56,3.6,2
19-03-2026,devops,senior,ml,3,56,5.4,3
19-03-2026,engineering,all,any_ai,317,868,36.5,315
19-03-2026,engineering,all,genai,185,868,21.3,184
19-03-2026,engineering,all,ml,225,868,25.9,221
19-03-2026,engineering,entry,any_ai,5,8,62.5,5
19-03-2026,engineering,entry,genai,3,8,37.5,3
19-03-2026,engineering,entry,ml,3,8,37.5,3
19-03-2026,engineering,mid,any_ai,62,275,22.5,61
19-03-2026,engineering,mid,genai,41,275,14.9,41
19-03-2026,engineering,mid,ml,38,275,13.8,34
19-03-2026,engineering,senior,any_ai,250,585,42.7,249
19-03-2026,engineering,senior,genai,141,585,24.1,140
19-03-2026,engineering,senior,ml,184,585,31.5,184
19-03-2026,product,all,any_ai,89,242,36.8,88
19-03-2026,product,all,genai,69,242,28.5,68
19-03-2026,product,all,ml,41,242,16.9,41
19-03-2026,product,entry,any_ai,1,2,50,1
19-03-2026,product,entry,genai,0,2,0,0
19-03-2026,product,entry,ml,1,2,50,1
19-03-2026,product,mid,any_ai,23,75,30.7,22
19-03-2026,product,mid,genai,22,75,29.3,21
19-03-2026,product,mid,ml,4,75,5.3,4
19-03-2026,product,senior,any_ai,65,165,39.4,65
19-03-2026,product,senior,genai,47,165,28.5,47
19-03-2026,product,senior,ml,36,165,21.8,36
19-03-2026,security,all,any_ai,7,27,25.9,7
19-03-2026,security,all,genai,4,27,14.8,4
19-03-2026,security,all,ml,6,27,22.2,6
19-03-2026,security,mid,any_ai,0,8,0,0
19-03-2026,security,mid,genai,0,8,0,0
19-03-2026,security,mid,ml,0,8,0,0
19-03-2026,security,senior,any_ai,7,19,36.8,7
19-03-2026,security,senior,genai,4,19,21.1,4
19-03-2026,security,senior,ml,6,19,31.6,6
26-03-2026,ai,all,any_ai,273,288,94.8,273
26-03-2026,ai,all,genai,230,288,79.9,227
26-03-2026,ai,all,ml,201,288,69.8,201
26-03-2026,ai,entry,any_ai,1,1,100,1
26-03-2026,ai,entry,genai,1,1,100,1
26-03-2026,ai,entry,ml,1,1,100,1
26-03-2026,ai,mid,any_ai,146,157,93,146
26-03-2026,ai,mid,genai,128,157,81.5,127
26-03-2026,ai,mid,ml,106,157,67.5,106
26-03-2026,ai,senior,any_ai,126,130,96.9,126
26-03-2026,ai,senior,genai,101,130,77.7,99
26-03-2026,ai,senior,ml,94,130,72.3,94
26-03-2026,data,all,any_ai,107,181,59.1,106
26-03-2026,data,all,genai,39,181,21.5,39
26-03-2026,data,all,ml,90,181,49.7,89
26-03-2026,data,mid,any_ai,29,68,42.6,29
26-03-2026,data,mid,genai,10,68,14.7,10
26-03-2026,data,mid,ml,25,68,36.8,25
26-03-2026,data,senior,any_ai,78,113,69,77
26-03-2026,data,senior,genai,29,113,25.7,29
26-03-2026,data,senior,ml,65,113,57.5,64
26-03-2026,devops,all,any_ai,12,92,13,12
26-03-2026,devops,all,genai,9,92,9.8,9
26-03-2026,devops,all,ml,8,92,8.7,8
26-03-2026,devops,entry,any_ai,0,3,0,0
26-03-2026,devops,entry,genai,0,3,0,0
26-03-2026,devops,entry,ml,0,3,0,0
26-03-2026,devops,mid,any_ai,9,32,28.1,9
26-03-2026,devops,mid,genai,7,32,21.9,7
26-03-2026,devops,mid,ml,5,32,15.6,5
26-03-2026,devops,senior,any_ai,3,57,5.3,3
26-03-2026,devops,senior,genai,2,57,3.5,2
26-03-2026,devops,senior,ml,3,57,5.3,3
26-03-2026,engineering,all,any_ai,324,890,36.4,322
26-03-2026,engineering,all,genai,191,890,21.5,190
26-03-2026,engineering,all,ml,230,890,25.8,225
26-03-2026,engineering,entry,any_ai,5,8,62.5,5
26-03-2026,engineering,entry,genai,3,8,37.5,3
26-03-2026,engineering,entry,ml,3,8,37.5,3
26-03-2026,engineering,mid,any_ai,62,282,22,61
26-03-2026,engineering,mid,genai,41,282,14.5,41
26-03-2026,engineering,mid,ml,38,282,13.5,34
26-03-2026,engineering,senior,any_ai,257,600,42.8,256
26-03-2026,engineering,senior,genai,147,600,24.5,146
26-03-2026,engineering,senior,ml,189,600,31.5,188
26-03-2026,product,all,any_ai,91,251,36.3,90
26-03-2026,product,all,genai,71,251,28.3,70
26-03-2026,product,all,ml,42,251,16.7,42
26-03-2026,product,entry,any_ai,1,3,33.3,1
26-03-2026,product,entry,genai,0,3,0,0
26-03-2026,product,entry,ml,1,3,33.3,1
26-03-2026,product,mid,any_ai,23,76,30.3,22
26-03-2026,product,mid,genai,22,76,28.9,21
26-03-2026,product,mid,ml,4,76,5.3,4
26-03-2026,product,senior,any_ai,67,172,39,67
26-03-2026,product,senior,genai,49,172,28.5,49
26-03-2026,product,senior,ml,37,172,21.5,37
26-03-2026,security,all,any_ai,9,29,31,9
26-03-2026,security,all,genai,6,29,20.7,6
26-03-2026,security,all,ml,8,29,27.6,8
26-03-2026,security,mid,any_ai,0,8,0,0
26-03-2026,security,mid,genai,0,8,0,0
26-03-2026,security,mid,ml,0,8,0,0
26-03-2026,security,senior,any_ai,9,21,42.9,9
26-03-2026,security,senior,genai,6,21,28.6,6
26-03-2026,security,senior,ml,8,21,38.1,8
02-04-2026,ai,all,any_ai,302,321,94.1,302
02-04-2026,ai,all,genai,257,321,80.1,254
02-04-2026,ai,all,ml,230,321,71.7,230
02-04-2026,ai,entry,any_ai,1,1,100,1
02-04-2026,ai,entry,genai,1,1,100,1
02-04-2026,ai,entry,ml,1,1,100,1
02-04-2026,ai,mid,any_ai,161,174,92.5,161
02-04-2026,ai,mid,genai,141,174,81,140
02-04-2026,ai,mid,ml,121,174,69.5,121
02-04-2026,ai,senior,any_ai,140,146,95.9,140
02-04-2026,ai,senior,genai,115,146,78.8,113
02-04-2026,ai,senior,ml,108,146,74,108
02-04-2026,data,all,any_ai,125,215,58.1,124
02-04-2026,data,all,genai,44,215,20.5,44
02-04-2026,data,all,ml,105,215,48.8,104
02-04-2026,data,mid,any_ai,38,86,44.2,38
02-04-2026,data,mid,genai,13,86,15.1,13
02-04-2026,data,mid,ml,31,86,36,31
02-04-2026,data,senior,any_ai,87,129,67.4,86
02-04-2026,data,senior,genai,31,129,24,31
02-04-2026,data,senior,ml,74,129,57.4,73
02-04-2026,devops,all,any_ai,19,133,14.3,19
02-04-2026,devops,all,genai,16,133,12,16
02-04-2026,devops,all,ml,14,133,10.5,14
02-04-2026,devops,entry,any_ai,0,3,0,0
02-04-2026,devops,entry,genai,0,3,0,0
02-04-2026,devops,entry,ml,0,3,0,0
02-04-2026,devops,mid,any_ai,15,50,30,15
02-04-2026,devops,mid,genai,13,50,26,13
02-04-2026,devops,mid,ml,11,50,22,11
02-04-2026,devops,senior,any_ai,4,80,5,4
02-04-2026,devops,senior,genai,3,80,3.8,3
02-04-2026,devops,senior,ml,3,80,3.8,3
02-04-2026,engineering,all,any_ai,381,1041,36.6,377
02-04-2026,engineering,all,genai,239,1041,23,236
02-04-2026,engineering,all,ml,255,1041,24.5,250
02-04-2026,engineering,entry,any_ai,6,9,66.7,6
02-04-2026,engineering,entry,genai,4,9,44.4,4
02-04-2026,engineering,entry,ml,3,9,33.3,3
02-04-2026,engineering,mid,any_ai,75,326,23,74
02-04-2026,engineering,mid,genai,53,326,16.3,53
02-04-2026,engineering,mid,ml,42,326,12.9,38
02-04-2026,engineering,senior,any_ai,300,706,42.5,297
02-04-2026,engineering,senior,genai,182,706,25.8,179
02-04-2026,engineering,senior,ml,210,706,29.7,209
02-04-2026,product,all,any_ai,101,298,33.9,100
02-04-2026,product,all,genai,81,298,27.2,78
02-04-2026,product,all,ml,46,298,15.4,46
02-04-2026,product,entry,any_ai,1,3,33.3,1
02-04-2026,product,entry,genai,0,3,0,0
02-04-2026,product,entry,ml,1,3,33.3,1
02-04-2026,product,mid,any_ai,27,90,30,26
02-04-2026,product,mid,genai,26,90,28.9,25
02-04-2026,product,mid,ml,4,90,4.4,4
02-04-2026,product,senior,any_ai,73,205,35.6,73
02-04-2026,product,senior,genai,55,205,26.8,53
02-04-2026,product,senior,ml,41,205,20,41
02-04-2026,security,all,any_ai,9,41,22,9
02-04-2026,security,all,genai,6,41,14.6,6
02-04-2026,security,all,ml,8,41,19.5,8
02-04-2026,security,entry,any_ai,0,1,0,0
02-04-2026,security,entry,genai,0,1,0,0
02-04-2026,security,entry,ml,0,1,0,0
02-04-2026,security,mid,any_ai,0,9,0,0
02-04-2026,security,mid,genai,0,9,0,0
02-04-2026,security,mid,ml,0,9,0,0
02-04-2026,security,senior,any_ai,9,31,29,9
02-04-2026,security,senior,genai,6,31,19.4,6
02-04-2026,security,senior,ml,8,31,25.8,8
09-04-2026,ai,all,any_ai,375,431,87,375
09-04-2026,ai,all,genai,288,431,66.8,285
09-04-2026,ai,all,ml,291,431,67.5,291
09-04-2026,ai,entry,any_ai,1,2,50,1
09-04-2026,ai,entry,genai,1,2,50,1
09-04-2026,ai,entry,ml,1,2,50,1
09-04-2026,ai,mid,any_ai,191,223,85.7,191
09-04-2026,ai,mid,genai,159,223,71.3,158
09-04-2026,ai,mid,ml,145,223,65,145
09-04-2026,ai,senior,any_ai,183,206,88.8,183
09-04-2026,ai,senior,genai,128,206,62.1,126
09-04-2026,ai,senior,ml,145,206,70.4,145
09-04-2026,data,all,any_ai,173,468,37,172
09-04-2026,data,all,genai,72,468,15.4,72
09-04-2026,data,all,ml,137,468,29.3,136
09-04-2026,data,entry,any_ai,0,2,0,0
09-04-2026,data,entry,genai,0,2,0,0
09-04-2026,data,entry,ml,0,2,0,0
09-04-2026,data,mid,any_ai,57,221,25.8,57
09-04-2026,data,mid,genai,20,221,9,20
09-04-2026,data,mid,ml,46,221,20.8,46
09-04-2026,data,senior,any_ai,116,245,47.3,115
09-04-2026,data,senior,genai,52,245,21.2,52
09-04-2026,data,senior,ml,91,245,37.1,90
09-04-2026,devops,all,any_ai,73,315,23.2,73
09-04-2026,devops,all,genai,55,315,17.5,55
09-04-2026,devops,all,ml,41,315,13,41
09-04-2026,devops,entry,any_ai,0,6,0,0
09-04-2026,devops,entry,genai,0,6,0,0
09-04-2026,devops,entry,ml,0,6,0,0
09-04-2026,devops,mid,any_ai,50,147,34,50
09-04-2026,devops,mid,genai,41,147,27.9,41
09-04-2026,devops,mid,ml,27,147,18.4,27
09-04-2026,devops,senior,any_ai,23,162,14.2,23
09-04-2026,devops,senior,genai,14,162,8.6,14
09-04-2026,devops,senior,ml,14,162,8.6,14
09-04-2026,engineering,all,any_ai,467,1733,26.9,463
09-04-2026,engineering,all,genai,297,1733,17.1,294
09-04-2026,engineering,all,ml,296,1733,17.1,291
09-04-2026,engineering,entry,any_ai,7,28,25,7
09-04-2026,engineering,entry,genai,5,28,17.9,5
09-04-2026,engineering,entry,ml,4,28,14.3,4
09-04-2026,engineering,mid,any_ai,106,607,17.5,105
09-04-2026,engineering,mid,genai,71,607,11.7,71
09-04-2026,engineering,mid,ml,59,607,9.7,55
09-04-2026,engineering,senior,any_ai,354,1098,32.2,351
09-04-2026,engineering,senior,genai,221,1098,20.1,218
09-04-2026,engineering,senior,ml,233,1098,21.2,232
09-04-2026,product,all,any_ai,123,388,31.7,122
09-04-2026,product,all,genai,99,388,25.5,96
09-04-2026,product,all,ml,59,388,15.2,59
09-04-2026,product,entry,any_ai,1,3,33.3,1
09-04-2026,product,entry,genai,0,3,0,0
09-04-2026,product,entry,ml,1,3,33.3,1
09-04-2026,product,mid,any_ai,37,121,30.6,36
09-04-2026,product,mid,genai,33,121,27.3,32
09-04-2026,product,mid,ml,10,121,8.3,10
09-04-2026,product,senior,any_ai,85,264,32.2,85
09-04-2026,product,senior,genai,66,264,25,64
09-04-2026,product,senior,ml,48,264,18.2,48
09-04-2026,security,all,any_ai,10,64,15.6,10
09-04-2026,security,all,genai,7,64,10.9,7
09-04-2026,security,all,ml,8,64,12.5,8
09-04-2026,security,entry,any_ai,0,1,0,0
09-04-2026,security,entry,genai,0,1,0,0
09-04-2026,security,entry,ml,0,1,0,0
09-04-2026,security,mid,any_ai,0,24,0,0
09-04-2026,security,mid,genai,0,24,0,0
09-04-2026,security,mid,ml,0,24,0,0
09-04-2026,security,senior,any_ai,10,39,25.6,10
09-04-2026,security,senior,genai,7,39,17.9,7
09-04-2026,security,senior,ml,8,39,20.5,8
16-04-2026,ai,all,any_ai,375,417,89.9,375
16-04-2026,ai,all,genai,264,417,63.3,261
16-04-2026,ai,all,ml,302,417,72.4,302
16-04-2026,ai,entry,any_ai,1,1,100,1
16-04-2026,ai,entry,genai,1,1,100,1
16-04-2026,ai,entry,ml,1,1,100,1
16-04-2026,ai,mid,any_ai,193,214,90.2,193
16-04-2026,ai,mid,genai,142,214,66.4,141
16-04-2026,ai,mid,ml,150,214,70.1,150
16-04-2026,ai,senior,any_ai,181,202,89.6,181
16-04-2026,ai,senior,genai,121,202,59.9,119
16-04-2026,ai,senior,ml,151,202,74.8,151
16-04-2026,data,all,any_ai,172,427,40.3,171
16-04-2026,data,all,genai,64,427,15,64
16-04-2026,data,all,ml,141,427,33,140
16-04-2026,data,entry,any_ai,0,1,0,0
16-04-2026,data,entry,genai,0,1,0,0
16-04-2026,data,entry,ml,0,1,0,0
16-04-2026,data,mid,any_ai,51,188,27.1,51
16-04-2026,data,mid,genai,17,188,9,17
16-04-2026,data,mid,ml,43,188,22.9,43
16-04-2026,data,senior,any_ai,121,238,50.8,120
16-04-2026,data,senior,genai,47,238,19.7,47
16-04-2026,data,senior,ml,98,238,41.2,97
16-04-2026,devops,all,any_ai,77,391,19.7,77
16-04-2026,devops,all,genai,55,391,14.1,55
16-04-2026,devops,all,ml,41,391,10.5,41
16-04-2026,devops,entry,any_ai,6,9,66.7,6
16-04-2026,devops,entry,genai,0,9,0,0
16-04-2026,devops,entry,ml,6,9,66.7,6
16-04-2026,devops,mid,any_ai,44,169,26,44
16-04-2026,devops,mid,genai,37,169,21.9,37
16-04-2026,devops,mid,ml,21,169,12.4,21
16-04-2026,devops,senior,any_ai,27,213,12.7,27
16-04-2026,devops,senior,genai,18,213,8.5,18
16-04-2026,devops,senior,ml,14,213,6.6,14
16-04-2026,engineering,all,any_ai,463,1699,27.3,459
16-04-2026,engineering,all,genai,289,1699,17,286
16-04-2026,engineering,all,ml,302,1699,17.8,297
16-04-2026,engineering,entry,any_ai,7,33,21.2,7
16-04-2026,engineering,entry,genai,5,33,15.2,5
16-04-2026,engineering,entry,ml,4,33,12.1,4
16-04-2026,engineering,mid,any_ai,101,624,16.2,100
16-04-2026,engineering,mid,genai,63,624,10.1,63
16-04-2026,engineering,mid,ml,59,624,9.5,55
16-04-2026,engineering,senior,any_ai,355,1042,34.1,352
16-04-2026,engineering,senior,genai,221,1042,21.2,218
16-04-2026,engineering,senior,ml,239,1042,22.9,238
16-04-2026,product,all,any_ai,123,379,32.5,122
16-04-2026,product,all,genai,101,379,26.6,98
16-04-2026,product,all,ml,56,379,14.8,56
16-04-2026,product,entry,any_ai,1,3,33.3,1
16-04-2026,product,entry,genai,0,3,0,0
16-04-2026,product,entry,ml,1,3,33.3,1
16-04-2026,product,mid,any_ai,37,115,32.2,36
16-04-2026,product,mid,genai,33,115,28.7,32
16-04-2026,product,mid,ml,9,115,7.8,9
16-04-2026,product,senior,any_ai,85,261,32.6,85
16-04-2026,product,senior,genai,68,261,26.1,66
16-04-2026,product,senior,ml,46,261,17.6,46
16-04-2026,security,all,any_ai,9,70,12.9,9
16-04-2026,security,all,genai,6,70,8.6,6
16-04-2026,security,all,ml,8,70,11.4,8
16-04-2026,security,entry,any_ai,0,1,0,0
16-04-2026,security,entry,genai,0,1,0,0
16-04-2026,security,entry,ml,0,1,0,0
16-04-2026,security,mid,any_ai,0,27,0,0
16-04-2026,security,mid,genai,0,27,0,0
16-04-2026,security,mid,ml,0,27,0,0
16-04-2026,security,senior,any_ai,9,42,21.4,9
16-04-2026,security,senior,genai,6,42,14.3,6
16-04-2026,security,senior,ml,8,42,19,8
23-04-2026,ai,all,any_ai,351,382,91.9,351
23-04-2026,ai,all,genai,285,382,74.6,282
23-04-2026,ai,all,ml,270,382,70.7,269
23-04-2026,ai,entry,any_ai,1,1,100,1
23-04-2026,ai,entry,genai,1,1,100,1
23-04-2026,ai,entry,ml,1,1,100,1
23-04-2026,ai,mid,any_ai,178,195,91.3,178
23-04-2026,ai,mid,genai,151,195,77.4,150
23-04-2026,ai,mid,ml,133,195,68.2,132
23-04-2026,ai,senior,any_ai,172,186,92.5,172
23-04-2026,ai,senior,genai,133,186,71.5,131
23-04-2026,ai,senior,ml,136,186,73.1,136
23-04-2026,data,all,any_ai,150,387,38.8,149
23-04-2026,data,all,genai,60,387,15.5,60
23-04-2026,data,all,ml,119,387,30.7,118
23-04-2026,data,entry,any_ai,0,2,0,0
23-04-2026,data,entry,genai,0,2,0,0
23-04-2026,data,entry,ml,0,2,0,0
23-04-2026,data,mid,any_ai,43,170,25.3,43
23-04-2026,data,mid,genai,17,170,10,17
23-04-2026,data,mid,ml,35,170,20.6,35
23-04-2026,data,senior,any_ai,107,215,49.8,106
23-04-2026,data,senior,genai,43,215,20,43
23-04-2026,data,senior,ml,84,215,39.1,83
23-04-2026,devops,all,any_ai,60,332,18.1,60
23-04-2026,devops,all,genai,42,332,12.7,42
23-04-2026,devops,all,ml,27,332,8.1,27
23-04-2026,devops,entry,any_ai,0,6,0,0
23-04-2026,devops,entry,genai,0,6,0,0
23-04-2026,devops,entry,ml,0,6,0,0
23-04-2026,devops,mid,any_ai,37,139,26.6,37
23-04-2026,devops,mid,genai,29,139,20.9,29
23-04-2026,devops,mid,ml,13,139,9.4,13
23-04-2026,devops,senior,any_ai,23,187,12.3,23
23-04-2026,devops,senior,genai,13,187,7,13
23-04-2026,devops,senior,ml,14,187,7.5,14
23-04-2026,engineering,all,any_ai,483,1892,25.5,478
23-04-2026,engineering,all,genai,286,1892,15.1,282
23-04-2026,engineering,all,ml,319,1892,16.9,314
23-04-2026,engineering,entry,any_ai,10,45,22.2,10
23-04-2026,engineering,entry,genai,6,45,13.3,6
23-04-2026,engineering,entry,ml,6,45,13.3,6
23-04-2026,engineering,mid,any_ai,120,716,16.8,118
23-04-2026,engineering,mid,genai,67,716,9.4,66
23-04-2026,engineering,mid,ml,76,716,10.6,72
23-04-2026,engineering,senior,any_ai,353,1131,31.2,350
23-04-2026,engineering,senior,genai,213,1131,18.8,210
23-04-2026,engineering,senior,ml,237,1131,21,236
23-04-2026,product,all,any_ai,129,397,32.5,128
23-04-2026,product,all,genai,105,397,26.4,102
23-04-2026,product,all,ml,59,397,14.9,59
23-04-2026,product,entry,any_ai,1,4,25,1
23-04-2026,product,entry,genai,0,4,0,0
23-04-2026,product,entry,ml,1,4,25,1
23-04-2026,product,mid,any_ai,37,119,31.1,36
23-04-2026,product,mid,genai,32,119,26.9,31
23-04-2026,product,mid,ml,10,119,8.4,10
23-04-2026,product,senior,any_ai,91,274,33.2,91
23-04-2026,product,senior,genai,73,274,26.6,71
23-04-2026,product,senior,ml,48,274,17.5,48
